"","location","price","mdy","timestamp","last4ccnum","H","loyaltynum"
"1433","Katerina’s Café",26.6,2014-01-09,2014-01-09 19:30:00,5921,"19","L3295"
"1434","Katerina’s Café",26.6,2014-01-09,2014-01-09 20:06:00,4948,"20","L9406"
"1435","Katerina’s Café",26.6,2014-01-09,2014-01-09 20:06:00,4948,"20","L3295"
"1437","Katerina’s Café",26.76,2014-01-19,2014-01-19 13:53:00,4434,"13","L2169"
"1441","Katerina’s Café",27.48,2014-01-15,2014-01-15 21:21:00,3547,"21","L9362"
"1442","Katerina’s Café",27.49,2014-01-17,2014-01-17 21:06:00,9405,"21","L3259"
"1443","Katerina’s Café",27.59,2014-01-13,2014-01-13 21:00:00,1874,"21","L4424"
"1445","Katerina’s Café",27.82,2014-01-16,2014-01-16 13:19:00,7688,"13","L4164"
"1446","Katerina’s Café",27.87,2014-01-08,2014-01-08 21:09:00,1874,"21","L4424"
"1447","Katerina’s Café",28,2014-01-06,2014-01-06 20:30:00,6691,"20","L6267"
"1451","Katerina’s Café",29.1,2014-01-11,2014-01-11 13:32:00,6895,"13","L3366"
"1452","Katerina’s Café",29.1,2014-01-14,2014-01-14 13:34:00,4795,"13","L8566"
"1453","Katerina’s Café",29.12,2014-01-14,2014-01-14 13:14:00,8156,"13","L5224"
"1455","Katerina’s Café",29.26,2014-01-08,2014-01-08 13:19:00,7792,"13","L5756"
"1457","Katerina’s Café",29.33,2014-01-15,2014-01-15 20:17:00,8411,"20","L6110"
"1458","Katerina’s Café",29.55,2014-01-13,2014-01-13 13:52:00,3547,"13","L9362"
"1459","Katerina’s Café",29.66,2014-01-15,2014-01-15 20:29:00,2418,"20","L9018"
"1460","Katerina’s Café",29.82,2014-01-09,2014-01-09 20:22:00,8202,"20","L2343"
"1463","Katerina’s Café",30.56,2014-01-16,2014-01-16 20:39:00,8202,"20","L2343"
"1470","Katerina’s Café",31.59,2014-01-08,2014-01-08 20:08:00,1310,"20","L8012"
"1471","Katerina’s Café",31.6,2014-01-07,2014-01-07 20:18:00,8411,"20","L6110"
"1472","Katerina’s Café",31.69,2014-01-14,2014-01-14 13:43:00,6691,"13","L6267"
"1474","Katerina’s Café",31.94,2014-01-14,2014-01-14 20:19:00,5407,"20","L4034"
"1476","Katerina’s Café",32.64,2014-01-06,2014-01-06 13:50:00,9617,"13","L5553"
"1477","Katerina’s Café",32.68,2014-01-18,2014-01-18 19:56:00,2418,"19","L9018"
"1478","Katerina’s Café",32.83,2014-01-07,2014-01-07 20:47:00,3492,"20","L7814"
"1480","Katerina’s Café",33.11,2014-01-13,2014-01-13 21:16:00,9405,"21","L3259"
"1481","Katerina’s Café",33.18,2014-01-11,2014-01-11 19:31:00,2142,"19","L9637"
"1482","Katerina’s Café",33.29,2014-01-07,2014-01-07 21:01:00,9405,"21","L3259"
"1483","Katerina’s Café",33.31,2014-01-08,2014-01-08 20:27:00,2142,"20","L9637"
"1484","Katerina’s Café",33.41,2014-01-18,2014-01-18 19:32:00,4434,"19","L2169"
"1485","Katerina’s Café",33.54,2014-01-06,2014-01-06 13:28:00,8411,"13","L6110"
"1486","Katerina’s Café",33.54,2014-01-14,2014-01-14 13:58:00,7819,"13","L5259"
"1488","Katerina’s Café",33.63,2014-01-18,2014-01-18 19:54:00,1310,"19","L8012"
"1489","Katerina’s Café",33.73,2014-01-17,2014-01-17 21:05:00,5407,"21","L4034"
"1490","Katerina’s Café",33.79,2014-01-19,2014-01-19 20:05:00,1874,"20","L4424"
"1491","Katerina’s Café",34.02,2014-01-16,2014-01-16 13:27:00,3484,"13","L2490"
"1492","Katerina’s Café",34.03,2014-01-19,2014-01-19 19:53:00,7889,"19","L6119"
"1494","Katerina’s Café",34.25,2014-01-08,2014-01-08 19:32:00,5407,"19","L4034"
"1497","Katerina’s Café",34.54,2014-01-18,2014-01-18 13:15:00,6691,"13","L6267"
"1498","Katerina’s Café",34.58,2014-01-16,2014-01-16 20:51:00,3492,"20","L7814"
"1499","Katerina’s Café",34.76,2014-01-10,2014-01-10 13:30:00,7688,"13","L4164"
"1500","Katerina’s Café",34.9,2014-01-16,2014-01-16 13:23:00,7792,"13","L5756"
"1502","Katerina’s Café",35.01,2014-01-19,2014-01-19 13:00:00,7354,"13","L9254"
"1503","Katerina’s Café",35.43,2014-01-16,2014-01-16 20:25:00,2418,"20","L9018"
"1504","Katerina’s Café",35.52,2014-01-17,2014-01-17 13:53:00,4434,"13","L2169"
"1505","Katerina’s Café",35.7,2014-01-13,2014-01-13 20:24:00,2142,"20","L9637"
"1507","Katerina’s Café",35.92,2014-01-09,2014-01-09 19:25:00,8129,"19","L8328"
"1508","Katerina’s Café",36.12,2014-01-17,2014-01-17 20:19:00,8202,"20","L2343"
"1510","Katerina’s Café",36.6,2014-01-08,2014-01-08 20:31:00,7889,"20","L6119"
"1513","Katerina’s Café",36.95,2014-01-14,2014-01-14 20:17:00,3547,"20","L9362"
"1515","Katerina’s Café",37.21,2014-01-18,2014-01-18 20:15:00,7819,"20","L5259"
"1516","Katerina’s Café",37.26,2014-01-18,2014-01-18 14:00:00,8411,"14","L6110"
"1517","Katerina’s Café",37.44,2014-01-07,2014-01-07 13:57:00,8202,"13","L2343"
"1520","Katerina’s Café",38.21,2014-01-17,2014-01-17 20:58:00,2142,"20","L9637"
"1521","Katerina’s Café",38.32,2014-01-16,2014-01-16 13:43:00,5368,"13","L2247"
"1524","Katerina’s Café",38.9,2014-01-19,2014-01-19 20:22:00,9617,"20","L5553"
"1525","Katerina’s Café",38.98,2014-01-13,2014-01-13 13:23:00,2418,"13","L9018"
"1526","Katerina’s Café",39.23,2014-01-15,2014-01-15 19:50:00,3492,"19","L7814"
"1527","Katerina’s Café",39.3,2014-01-12,2014-01-12 20:04:00,8129,"20","L8328"
"1528","Katerina’s Café",39.41,2014-01-06,2014-01-06 13:59:00,3853,"13","L1485"
"1530","Katerina’s Café",39.63,2014-01-15,2014-01-15 20:23:00,1310,"20","L8012"
"1531","Katerina’s Café",39.74,2014-01-16,2014-01-16 13:27:00,5407,"13","L4034"
"1532","Katerina’s Café",40.25,2014-01-12,2014-01-12 20:35:00,4948,"20","L9406"
"1533","Katerina’s Café",40.94,2014-01-12,2014-01-12 19:43:00,5407,"19","L4034"
"1534","Katerina’s Café",45.21,2014-01-11,2014-01-11 13:23:00,2418,"13","L9018"
"1535","Katerina’s Café",45.22,2014-01-11,2014-01-11 13:19:00,8156,"13","L5224"
"1536","Katerina’s Café",45.68,2014-01-11,2014-01-11 19:51:00,1310,"19","L8012"
"1537","Katerina’s Café",45.88,2014-01-18,2014-01-18 20:04:00,8411,"20","L6110"
"1540","Katerina’s Café",52.45,2014-01-11,2014-01-11 20:06:00,8202,"20","L2343"
"1543","Katerina’s Café",55.6,2014-01-15,2014-01-15 13:27:00,1286,"13","L3288"
"1545","Katerina’s Café",55.67,2014-01-11,2014-01-11 19:08:00,9617,"19","L5553"
"1548","Katerina’s Café",57.36,2014-01-11,2014-01-11 19:40:00,2540,"19","L5947"
"1553","Katerina’s Café",67.14,2014-01-12,2014-01-12 20:11:00,3547,"20","L9362"
"1555","Katerina’s Café",70.22,2014-01-19,2014-01-19 13:23:00,4795,"13","L8566"
"1557","Katerina’s Café",71.65,2014-01-11,2014-01-11 13:43:00,3484,"13","L2490"
"1561","Katerina’s Café",76.1,2014-01-18,2014-01-18 19:53:00,3547,"19","L9362"
"1575","Katerina’s Café",94.68,2014-01-11,2014-01-11 20:24:00,2418,"20","L9018"
"1577","Katerina’s Café",96.36,2014-01-18,2014-01-18 14:03:00,7688,"14","L4164"
"1596","Kronos Pipe and Irrigation",242.21,2014-01-06,2014-01-06 09:06:00,9220,"09","L4063"
"1597","Kronos Pipe and Irrigation",423.14,2014-01-09,2014-01-09 14:28:00,4530,"14","L8477"
"1598","Kronos Pipe and Irrigation",2564,2014-01-15,2014-01-15 14:12:00,4530,"14","L8477"
"1601","Kronos Pipe and Irrigation",3615.61,2014-01-08,2014-01-08 14:09:00,4530,"14","L8477"
"1602","Kronos Pipe and Irrigation",3920.82,2014-01-07,2014-01-07 14:19:00,4530,"14","L8477"
"1603","Maximum Iron and Steel",689.85,2014-01-13,2014-01-13 10:20:00,9220,"10","L4063"
"1604","Maximum Iron and Steel",1527.14,2014-01-09,2014-01-09 15:16:00,4530,"15","L8477"
"1605","Maximum Iron and Steel",2859.51,2014-01-06,2014-01-06 10:18:00,9220,"10","L4063"
"1606","Maximum Iron and Steel",3136.01,2014-01-08,2014-01-08 15:18:00,4530,"15","L8477"
"1607","Maximum Iron and Steel",3207.31,2014-01-07,2014-01-07 15:20:00,4530,"15","L8477"
"1608","Maximum Iron and Steel",4788.22,2014-01-15,2014-01-15 15:11:00,4530,"15","L8477"
"1609","Nationwide Refinery",204.58,2014-01-13,2014-01-13 10:12:00,9735,"10","L9633"
"1610","Nationwide Refinery",289.3,2014-01-09,2014-01-09 11:34:00,7792,"11","L5756"
"1611","Nationwide Refinery",570.95,2014-01-14,2014-01-14 11:45:00,7792,"11","L5756"
"1612","Nationwide Refinery",674.28,2014-01-09,2014-01-09 10:16:00,9735,"10","L9633"
"1613","Nationwide Refinery",761.64,2014-01-06,2014-01-06 10:02:00,9735,"10","L9633"
"1614","Nationwide Refinery",889.58,2014-01-07,2014-01-07 16:24:00,2276,"16","L3317"
"1615","Nationwide Refinery",965.72,2014-01-14,2014-01-14 10:03:00,9735,"10","L9633"
"1618","Nationwide Refinery",1322.5,2014-01-09,2014-01-09 16:27:00,2276,"16","L3317"
"1620","Nationwide Refinery",1347.36,2014-01-07,2014-01-07 10:11:00,9735,"10","L9633"
"1621","Nationwide Refinery",1391.24,2014-01-15,2014-01-15 10:14:00,9735,"10","L9633"
"1624","Nationwide Refinery",1494.44,2014-01-16,2014-01-16 10:16:00,9735,"10","L9633"
"1625","Nationwide Refinery",1552.82,2014-01-10,2014-01-10 10:00:00,9735,"10","L9633"
"1626","Nationwide Refinery",1562.66,2014-01-07,2014-01-07 11:39:00,7792,"11","L5756"
"1628","Nationwide Refinery",2047.28,2014-01-16,2014-01-16 12:32:00,3506,"12","L7761"
"1631","Nationwide Refinery",3004.98,2014-01-15,2014-01-15 11:55:00,7792,"11","L5756"
"1632","Nationwide Refinery",3674.32,2014-01-08,2014-01-08 10:14:00,9735,"10","L9633"
"1634","Nationwide Refinery",4429.76,2014-01-14,2014-01-14 16:28:00,2276,"16","L3317"
"1635","Nationwide Refinery",4513.16,2014-01-08,2014-01-08 09:54:00,9152,"09","L5485"
"1636","Nationwide Refinery",4742.67,2014-01-16,2014-01-16 11:25:00,7792,"11","L5756"
"1637","Octavio's Office Supplies",64.51,2014-01-10,2014-01-10 16:07:00,7253,"16","L1682"
"1638","Octavio's Office Supplies",131.01,2014-01-16,2014-01-16 15:58:00,5368,"15","L2247"
"1640","Octavio's Office Supplies",139.72,2014-01-10,2014-01-10 14:41:00,4795,"14","L8566"
"1641","Ouzeri Elian",8.32,2014-01-13,2014-01-13 13:48:00,1310,"13","L8012"
"1642","Ouzeri Elian",8.47,2014-01-16,2014-01-16 14:01:00,7117,"14","L6417"
"1643","Ouzeri Elian",8.52,2014-01-16,2014-01-16 14:00:00,2418,"14","L9018"
"1644","Ouzeri Elian",8.57,2014-01-15,2014-01-15 21:05:00,2681,"21","L1107"
"1645","Ouzeri Elian",8.93,2014-01-15,2014-01-15 13:10:00,7253,"13","L1682"
"1646","Ouzeri Elian",9.91,2014-01-16,2014-01-16 20:28:00,9551,"20","L5777"
"1649","Ouzeri Elian",11.41,2014-01-07,2014-01-07 20:15:00,9241,"20","L3288"
"1650","Ouzeri Elian",11.86,2014-01-14,2014-01-14 20:32:00,6899,"20","L6267"
"1651","Ouzeri Elian",12.47,2014-01-16,2014-01-16 13:45:00,3853,"13","L1485"
"1652","Ouzeri Elian",12.9,2014-01-15,2014-01-15 13:22:00,3484,"13","L2490"
"1654","Ouzeri Elian",14.9,2014-01-18,2014-01-18 19:46:00,2681,"19","L1107"
"1655","Ouzeri Elian",15.25,2014-01-10,2014-01-10 13:50:00,1877,"13","L3014"
"1664","Ouzeri Elian",19.7,2014-01-14,2014-01-14 14:01:00,7117,"14","L6417"
"1665","Ouzeri Elian",19.82,2014-01-13,2014-01-13 12:55:00,9220,"12","L4063"
"1666","Ouzeri Elian",19.92,2014-01-10,2014-01-10 18:52:00,6899,"18","L6267"
"1667","Ouzeri Elian",20.4,2014-01-06,2014-01-06 13:42:00,6895,"13","L3366"
"1668","Ouzeri Elian",20.46,2014-01-10,2014-01-10 13:44:00,9405,"13","L3259"
"1669","Ouzeri Elian",20.53,2014-01-07,2014-01-07 20:49:00,2681,"20","L1107"
"1670","Ouzeri Elian",20.56,2014-01-06,2014-01-06 13:37:00,6816,"13","L8148"
"1671","Ouzeri Elian",20.74,2014-01-06,2014-01-06 13:48:00,5368,"13","L2247"
"1674","Ouzeri Elian",21.83,2014-01-13,2014-01-13 20:43:00,2681,"20","L1107"
"1675","Ouzeri Elian",21.85,2014-01-07,2014-01-07 13:50:00,8411,"13","L6110"
"1677","Ouzeri Elian",22.4,2014-01-09,2014-01-09 13:23:00,6816,"13","L8148"
"1678","Ouzeri Elian",22.65,2014-01-16,2014-01-16 20:25:00,2681,"20","L1107"
"1679","Ouzeri Elian",22.86,2014-01-15,2014-01-15 13:42:00,7108,"13","L6544"
"1680","Ouzeri Elian",23.18,2014-01-15,2014-01-15 20:29:00,6899,"20","L6267"
"1681","Ouzeri Elian",23.65,2014-01-19,2014-01-19 13:27:00,3484,"13","L2490"
"1682","Ouzeri Elian",23.89,2014-01-16,2014-01-16 20:25:00,6899,"20","L6267"
"1684","Ouzeri Elian",24.72,2014-01-12,2014-01-12 13:28:00,7819,"13","L5259"
"1685","Ouzeri Elian",24.74,2014-01-10,2014-01-10 13:57:00,5368,"13","L2247"
"1690","Ouzeri Elian",25.7,2014-01-15,2014-01-15 13:40:00,5368,"13","L2247"
"1693","Ouzeri Elian",26.09,2014-01-09,2014-01-09 13:21:00,7688,"13","L4164"
"1694","Ouzeri Elian",26.1,2014-01-17,2014-01-17 14:32:00,8129,"14","L8328"
"1695","Ouzeri Elian",26.4,2014-01-17,2014-01-17 20:35:00,2681,"20","L1107"
"1696","Ouzeri Elian",26.61,2014-01-15,2014-01-15 13:51:00,8129,"13","L8328"
"1699","Ouzeri Elian",28.37,2014-01-07,2014-01-07 13:32:00,4948,"13","L9406"
"1700","Ouzeri Elian",28.75,2014-01-13,2014-01-13 19:30:00,9551,"19","L5777"
"1701","Ouzeri Elian",28.86,2014-01-15,2014-01-15 19:18:00,9241,"19","L3288"
"1702","Ouzeri Elian",29.1,2014-01-07,2014-01-07 13:29:00,2142,"13","L9637"
"1704","Ouzeri Elian",29.75,2014-01-13,2014-01-13 14:06:00,1877,"14","L3014"
"1705","Ouzeri Elian",29.85,2014-01-08,2014-01-08 21:17:00,6899,"21","L6267"
"1706","Ouzeri Elian",29.99,2014-01-16,2014-01-16 21:16:00,9241,"21","L3288"
"1709","Ouzeri Elian",30.87,2014-01-06,2014-01-06 13:48:00,5921,"13","L3295"
"1710","Ouzeri Elian",30.93,2014-01-10,2014-01-10 14:07:00,9617,"14","L5553"
"1716","Ouzeri Elian",32.89,2014-01-09,2014-01-09 14:04:00,7108,"14","L6544"
"1718","Ouzeri Elian",33.57,2014-01-18,2014-01-18 13:18:00,6895,"13","L3366"
"1719","Ouzeri Elian",33.67,2014-01-14,2014-01-14 13:53:00,2681,"13","L1107"
"1722","Ouzeri Elian",35.24,2014-01-10,2014-01-10 13:35:00,3853,"13","L1485"
"1723","Ouzeri Elian",35.81,2014-01-17,2014-01-17 20:28:00,9551,"20","L5777"
"1724","Ouzeri Elian",36.47,2014-01-15,2014-01-15 13:31:00,1321,"13","L4149"
"1725","Ouzeri Elian",38.55,2014-01-12,2014-01-12 13:03:00,8332,"13","L2070"
"1726","Ouzeri Elian",38.6,2014-01-17,2014-01-17 19:40:00,6899,"19","L6267"
"1727","Ouzeri Elian",38.9,2014-01-06,2014-01-06 13:22:00,2540,"13","L5947"
"1728","Ouzeri Elian",45.32,2014-01-19,2014-01-19 14:08:00,7384,"14","L3800"
"1730","Ouzeri Elian",55.55,2014-01-12,2014-01-12 19:59:00,6899,"19","L6267"
"1731","Ouzeri Elian",57.63,2014-01-18,2014-01-18 19:21:00,6899,"19","L6267"
"1734","Ouzeri Elian",62.2,2014-01-08,2014-01-08 20:12:00,1286,"20","L3288"
"1737","Ouzeri Elian",67.98,2014-01-19,2014-01-19 19:48:00,6899,"19","L6267"
"1738","Ouzeri Elian",69.36,2014-01-11,2014-01-11 19:21:00,6899,"19","L6267"
"1740","Ouzeri Elian",72.32,2014-01-12,2014-01-12 13:30:00,1310,"13","L8012"
"1745","Ouzeri Elian",98.45,2014-01-12,2014-01-12 13:17:00,5407,"13","L4034"
"1749","Ouzeri Elian",117.22,2014-01-12,2014-01-12 13:32:00,8156,"13","L5224"
"1750","Roberts and Sons",62.47,2014-01-18,2014-01-18 15:41:00,7253,"15","L1682"
"1752","Roberts and Sons",155.76,2014-01-16,2014-01-16 20:25:00,4434,"20","L2169"
"1756","Roberts and Sons",240.66,2014-01-16,2014-01-16 20:52:00,7354,"20","L9254"
"1759","Roberts and Sons",266.69,2014-01-18,2014-01-18 19:20:00,9617,"19","L5553"
"1760","Shoppers' Delight",16.84,2014-01-16,2014-01-16 20:50:00,1286,"20","L3572"
"1761","Shoppers' Delight",30.39,2014-01-19,2014-01-19 19:56:00,2142,"19","L9637"
"1762","Shoppers' Delight",51.5,2014-01-12,2014-01-12 16:08:00,3547,"16","L9362"
"1763","Shoppers' Delight",86.22,2014-01-12,2014-01-12 15:24:00,1286,"15","L3572"
"1766","Shoppers' Delight",135.78,2014-01-12,2014-01-12 15:10:00,1310,"15","L8012"
"1767","Shoppers' Delight",144.4,2014-01-13,2014-01-13 20:45:00,6901,"20","L9363"
"1769","Shoppers' Delight",155.01,2014-01-17,2014-01-17 20:05:00,7384,"20","L3800"
"1773","Shoppers' Delight",204.37,2014-01-12,2014-01-12 15:32:00,7819,"15","L5259"
"1774","Shoppers' Delight",211.03,2014-01-12,2014-01-12 19:26:00,7384,"19","L3800"
"1775","Shoppers' Delight",216.43,2014-01-13,2014-01-13 19:27:00,3853,"19","L1485"
"1776","Shoppers' Delight",238.52,2014-01-11,2014-01-11 15:20:00,2418,"15","L9018"
"1777","Shoppers' Delight",258.33,2014-01-18,2014-01-18 15:40:00,8156,"15","L5224"
"1778","Shoppers' Delight",258.43,2014-01-09,2014-01-09 21:13:00,2681,"21","L1107"
"1780","Shoppers' Delight",279.53,2014-01-10,2014-01-10 20:17:00,7819,"20","L5259"
"1782","Shoppers' Delight",293.67,2014-01-06,2014-01-06 20:49:00,7354,"20","L9254"
"1783","Stewart and Sons Fabrication",278.52,2014-01-14,2014-01-14 11:55:00,9735,"11","L9633"
"1787","Stewart and Sons Fabrication",918.6,2014-01-09,2014-01-09 15:00:00,2276,"15","L3317"
"1790","Stewart and Sons Fabrication",1015.65,2014-01-09,2014-01-09 10:38:00,3506,"10","L7761"
"1791","Stewart and Sons Fabrication",1200.9,2014-01-07,2014-01-07 10:05:00,3506,"10","L7761"
"1792","Stewart and Sons Fabrication",1673.77,2014-01-08,2014-01-08 11:58:00,9735,"11","L9633"
"1793","Stewart and Sons Fabrication",1738.26,2014-01-08,2014-01-08 11:28:00,9152,"11","L5485"
"1794","Stewart and Sons Fabrication",1753.17,2014-01-17,2014-01-17 11:32:00,9735,"11","L9633"
"1797","Stewart and Sons Fabrication",2144.62,2014-01-06,2014-01-06 11:33:00,9735,"11","L9633"
"1798","Stewart and Sons Fabrication",3544,2014-01-09,2014-01-09 11:37:00,9735,"11","L9633"
"1800","Stewart and Sons Fabrication",4074.1,2014-01-10,2014-01-10 11:49:00,9735,"11","L9633"
"1801","Stewart and Sons Fabrication",4195.49,2014-01-10,2014-01-10 12:10:00,9614,"12","L5924"
"1803","Stewart and Sons Fabrication",4543.31,2014-01-16,2014-01-16 11:45:00,9735,"11","L9633"
"1807","U-Pump",59.51,2014-01-06,2014-01-06 17:28:00,3484,"17","L2490"
